Name,Location,Study Program,Sector,Rating,city,region
Govt Imamia College Sahiwal,Govt Imamia College Sahiwal,FA FSCEngineering FSCMedical FA General Science ICS ComputerScience ICom,Private,0,Sahiwal,
Army Public School and Girls College Peshawar Cantt,"Army Public School & Girls College 56  A, The Mall Road, Peshawar Cantt",FA ICS ComputerScience FSCEngineering FSCMedical ICom,Private,5,Cantt,
Telecom Foundation Institute of Technologies And Management Islamabad,Plot # 139  142 Near Islamabad Railway Station I  9/2 Islamabad,ACCA,Public,0,Islamabad,Islamabad Capital Territory
Govt College For Women Pind Dadan Khan Jhelum,Govt College For Women Pind Dadan Khan Jhelum,FA FSCEngineering FSCMedical ICS ICom FA General Science,Public,0,Jhelum,
Govt Degree College Mian Channu Khanewal,Mian Channu Khanewal,FA FSCEngineering FSCMedical ICS ComputerScience ICom FA General Science ,Public,0,Khanewal,
Oxford International College Of Commerce Sheikhupura,6  B CIVIL LINES NEAR NATIONAL BANK SHEIKHUPU,FA FSCEngineering FSCMedical ICS ComputerScience Icom DAE Civil Engineering DAE Mechanical Engineering DAE Electrical Engineering ,Private,5,Sheikhupura,
Federal Science and Commerce College Rawalpindi Cantt,"Federal Science And Commerce College, Bostan Road, Chaklala Scheme  III, Rawalpindi Cantt",FA FSC General Science I.Com ICS FSCMedical FSCEngineering,Private,4,Cantt,
Govt College for Women Model Town Lahore,Govt College for Women Model Town Lahore,FA FA General Science FSCMedical FSCEngineering ICom ICS,Public,0,Lahore,Punjab
Govt Degree College for Women Bilal Gunj Lahore,Govt Degree College for Women Bilal Gunj Lahore,FA FSCEngineering FSCMedical ICom ICS ,Public,0.5,Lahore,Punjab
Govt Khan Muhammad Khan Degree College Palandri AJK,"Palandri, District Poonch, Azad Jammu & Kashmir",FA Icom ICS ComputerScience FSCMedical FSCEngineering,Public,0,AJK,
Dr. A. Q. Khan Institute of Technology Mianwali,"M. M. Road, Head Pakka, Mianwali, .",Diploma of Associate Engineering (DAE),Private,0,Mianwali,
Punjab Group of Colleges Pakpattan,Karkhana Road near WAPDA complex Pakpattan,FA ICS ComputerScience FSCMedical FSCEngineering ICom FA General Science,Private,3,Pakpattan,
Concordia College Sialkot,"Daska Road, Opp. University of Gujrat, Sialkot",FA FSCEngineering FSCMedical ICS ComputerScience ICom,Private,2,Sialkot,
Nusrat Jahan College Rabwa Chenab Nagar,Nusrat Jahan College Rabwa Chenab Nagar,FSCEngineering FSCMedical FA Icom ICS ComputerScience,Public,4,Nagar,
Cadet College Chakwal,Cadet College Chakwal,FSCMedical FSCEngineering ICS ComputerScience FA Arts Icom,Public,0,Chakwal,
Punjab Group of Colleges Kamoke,G.T Road Kamoke,FA ICS ComputerScience FSCMedical FSCEngineering ICom FA General Science,Private,0,Kamoke,
Leads Group of Colleges Gujranwala,"Muhafiz Town GT Road, Near Wapda Town Gujranwala, ",FA FSCEngineering FSCMedical ICS ComputerScience ICom,Private,5,Gujranwala,Punjab
Govt Institute of Commerce Chakwal,Chakwal,Icom Dcom,Public,4,Chakwal,
Jinnah Intermediate College for Girls,Block 8  D Nazimabad No 5 Karachi,FSCEngineering FSCMedical ICom FA ICS,Private,0,Karachi,
Govt College of Commerce Abdullahpur Faisalabad,Govt College of Commerce Abdullahpur Faisalabad,ICom,Public,0,Faisalabad,Punjab
Govt College of Commerce Attock,"Fateh Jang Road, Attock",Dcom Icom,Public,0,Attock,
Hadaf Group of Colleges,"Hayatabad Ring Road, Achini Chowk, Peshawar",FSCMedical FSCEngineering FCS FA General Science FA ICom,Public,0,Colleges,
Punjab Group Of Colleges Hyderabad,Punjab Group of Colleges Hyderabad,FSCMedical FSCEngineering ICom ICS ComputerScience FA FA General Science,Private,5,Hyderabad,
Govt College of Commerce Jhelum,"Govt College of Commerce Bilal Town, Jhelum",Dcom FA FSCEngineering FSCMedical ICS Icom DBA,Public,0,Jhelum,
Financial Training Institute Rawalpindi,"2nd Floor, Ramzan Plaza, Bank Road, Sadder, Rawalpindi",ACCA,Private,0,Rawalpindi,Punjab
"Pakistan International Public Schools and College, Gujranwala","Pindi Bypass, Opposite Education Board, Gujranwala",FSCEngineering FSCMedical ICS ComputerSciences FA ICom,Private,0,Gujranwala,Punjab
Army Public School and College Kohat,Army Public School and College Kohat Thalla Cantt,FSCMedical FSCEngineering FA ICS ICom,Private,3,Kohat,
PakTurk International Schools and Colleges,"Main Bosan Road, Near Al Hamd CNG, Multan",FA FSCEngineering FSCMedical FA General Science ICS Icom A  Level,Private,0,Colleges,
Tips College of Commerce And Science Bypass Road Chiniot,Tips College of Commerce & Science Bypass Road Chiniot,Icom Dcom FA FSCEngineering FSCMedical ICS ComputerScience,Public,0,Chiniot,
Punjab Group of Colleges Peshawar,"3  C,Gul Mehar Lane Beside UNHCR Office University Town Peshawar",FA ICS ComputerScience FSCMedical FSCEngineering FA General Science ICom,Private,0,Peshawar,Khyber Pakhtunkhwa
Govt Sadiq Abbas College Dera Nawab Sahib Bahawalpur,Govt Sadiq Abbas College Dera Nawab Sahib Bahawalpur,FA FSCEngineering FSCMedical ICS ComputerScience FA General Science,Public,5,Bahawalpur,Punjab
Govt Degree College For Women Kharian Gujrat,Kharian Gujrat,FA FSCEngineering FSCMedical ICS ComputerScience ICom FA General Science ,Public,0,Gujrat,
"Accountancy College of Excellence, Islamabad","41  A, Koghan Road, Sector F  8/3, Islamabad",FA Icom FSCEngineering FSCMedical ICS ComputerScience,Private,5,Islamabad,Islamabad Capital Territory
Punjab Group of Colleges Layyah,Shadman Colony Eidgah Road Layyah,FA ICS ComputerScience FSCMedical FSCEngineering ICom FA General Science,Private,0,Layyah,
Government Degree College Kohat,"College Town, Kohat, Khyber Pakhtoonkhwa",FSCMedical FSCEngineering ICS ICom FA,Public,4,Kohat,
Govt Degree College for Women Hasilpur Bahawalpur,Govt Post Graduate College For Women Hasilpur Bahawalpur,FA FSCMedical FSCEngineering FA General Science ICS ComputerScience,Public,4,Bahawalpur,Punjab
FG Degree College For Boys Multan Cantt,"Qasim Bela Main Rd, Multan",FA FSCEngineering FSCMedical FA General Science ICS ComputerScience,Public,4.75,Cantt,
Govt Ghazali Degree College Jhang,Gujra Road Satellite Town Jhang,FA FSCMedical FSCEngineering ICS ComputerScience FA General Science,Public,5,Jhang,
"Govt. Degree College, Bela","Bela, Balochistan",FA FSC   Eng FSCMedical ICom,Public,0,Bela,
Government Alamdar Hussain Islamia College Multan,"Hussain Agahi Road, Multan",FA ICS ComputerScience FSCEngineering FSCMedical,Private,4,Multan,Punjab
Punjab Group of Colleges Gojra,Bypass Road Gojra,FA ICS ComputerScience FSCMedical FSCEngineering FA General Science ICom,Private,1,Gojra,
Govt College for Women Jaranwala Distt Faisalabad,Govt College for Women Jaranwala Distt Faisalabad,FA FSCMedical FSCEngineering ICS FA General Science ICom,Public,0,Faisalabad,Punjab
Apex Group of Colleges,"8  P, Block Model Town, Lahore, Punjab, ",FSCEngineering FSCMedical ICS FA ICom,Private,5,Colleges,
"Govt. Polytechnic Institute of Printing & Graphic Arts, Allama Iqbal Town, Lahore","Wahdat Road, Allama Iqbal Town, Lahore",Diploma Electronic Publishing Technology DAE Printing and Graphic,Public,0,Lahore,Punjab
Punjab Group of Colleges Kot Addu,Near New Tehsil office G.T Road Kot Addu,FA ICS ComputerScience FSCMedical FSCEngineering ICom FA General Science,Private,4,Addu,
Punjab Group of Colleges Shakargarh,Raiba Morh Zafarwal Road Shakargarh,FA ICS ComputerScience FSCMedical FSCEngineering FA General Science ICom,Private,0,Shakargarh,
Superior Group of Colleges Sambrial,"Opposite National Bank, Sialkot  Wazirabad Road, Sambrial",FSCEngineering FSCMedical ICom ICS FA,Private,0,Sambrial,
Superior Group of Colleges Bhakkar,"Darya Khan Road, Bhakkar",FSCEngineering FSCMedical ICS ComputerScience FA ICom,Private,4,Bhakkar,
Ibn  e  Ameer Govt College For Women Jalalpur Jattan Gujrat,Shahbaz Pur Road Jalalpur Jattan Gujrat,FA FSCEngineering FSCMedical ICS ComputerScience ICom FA General Science,Public,0,Gujrat,
Govt Degree College Garh  Maharaja Ahmadpur Sial Jhang,Govt Degree College Garh  Maharaja Ahmadpur Sial Jhang,FA FSCEngineering FSCMedical ICS ComputerScience ICom FA General Science ,Public,0,Jhang,
Al  Biruni Govt College Pind Dadan Khan Jhelum,Al  Biruni Govt College Pind Dadan Khan Jhelum,FA FSCEngineering FSCMedical FA General Science,Public,0,Jhelum,
Govt College of Commerce No 2 Bannu,Bannu,FA ICS ComputerScience FSCMedical FSCEngineering ICom Dcom,Public,4,Bannu,
Fauji Foundation College for Boys Rawalpindi Cantt,"Fauji Foundation College for Boys, New Lalazar, Rawalpindi Cantt",FA FSCEngineering FSCMedical ICS I.Com,Private,5,Cantt,
"Punjab College of Commerce, Gujrat","Punjab Collegr of Commerce, Gujrat",FSCEngineering FSCMedical ICS ComputerScience ICom FA FSC General Science,Private,0.75,Gujrat,
Govt College For Women Peoples Colony Gujranwala,Govt College For Women Peoples Colony Gujranwala,FA FSCEngineering FSCMedical ICS ICom FA General Science,Public,0,Gujranwala,Punjab
"NICON International Group of Colleges, Mirpur","House No 2 Sector D  4 East, Near Gerry's Office Defence Road, Mirpur",HND Computing HND in Fashion and Textiles HND in Construction,Private,0,Mirpur,
Punjab Group of Colleges Narowal,"Chowck Bijlighar, 1  Km, Pasroor Road Narowal",FA ICS ComputerScience FSCMedical FSCEngineering ICom FA General Science,Private,0,Narowal,
Ikhwan Science College Barki Distt Lahore,Ikhwan Science College Barki Distt Lahore,FA FSCEngineering FSCMedical ICom ICS FA General Science,Private,0,Lahore,Punjab
The Educators Group of Colleges Multan,"1812, Khanewal Road Near Sayal Hotel Multan",FSCEngineering FSCMedical ICS ComputerScience ICom FA,Private,0,Multan,Punjab
Joint Staff Public School & College Rawalpindi Cantt,"Joint Staff Public School & College, Rawal Road, Chaklala, Rawalpindi Cantt",FSCMedical FSCEngineering FA FA General Science ICom ICS ComputerScience,Private,0,Cantt,
Punjab Colleges Sambrial,"University Road, Sambrial",FA ICS ComputerScience FSCMedical FSCEngineering ICom FA General Science,Private,3,Sambrial,
Punjab Group of Colleges Haripur,"Terbela Road near Khalabat, Chungi No. 1, Haripur",FA ICS ComputerScience FSCMedical FSCEngineering ICom FA General Science,Private,0,Haripur,
Bahria Foundation College Islamabad,"Bahria Foundation College, House No.277  B, Margalla Road, F  11/2, Islamabad",FA FSCEngineering FSCMedical ICS ComputerScience,Private,0,Islamabad,Islamabad Capital Territory
Punjab Group of Colleges Pind Dadan Khan,Lila Road Opposite Haroon Petroleum Pind Dadan Khan,ICS ComputerScience FA FSCMedical FSCEngineering ICom FA General Science,Private,0,Khan,
Govt College for Elementary Teachers Faisalabad,"College Rd, Samanabad, Faisalabad",FA Icom ICS FSCEngineering FSCMedical FA General Science,Public,0,Faisalabad,Punjab
Govt College for Women Khurrianwala Distt Faisalabad,Govt College for Women 266/R B Khurrianwala Distt Faisalabad,FA FSCEngineering FSCMedical ICS FA General Science Icom,Public,0,Faisalabad,Punjab
Superior Group of Colleges Daska,Pasroor By Pass Road Daska,FA FSCEngineering FSCMedical ICom ICS ,Private,2.75,Daska,
Akhuwat  PCCM College Lahore,47  Tipu Block (New Kalma Fly Over) New Garden Town Lahore.,ICS FSC   Medcial FSCEngineering ICom,Private,0,Lahore,Punjab
Govt College For Women Qila Didar Singh Gujranwala,Govt College For Women Qila Didar Singh Gujranwala,FA FSCEngineering FSCMedical ICS ICom FA General Science,Public,0,Gujranwala,Punjab
Micro Inn Technologies VU Campus Shiekhupura,"16  Shami Road, Civil Lines, Sheikhupura.",CREO/PTC  Pro Engineering (Intermediate Level),Private,0,Shiekhupura,
Garrison Boys High School and College,"Sarfraz Rafiqui Road, Lahore Cantt.",FSCEngineering FSCMedical ICS,Private,0,College,
Govt Chaudhary Ilm Din Degree College Ali Pur Chatha,Govt Chaudhary Ilm Din Degree College Ali Pur Chatha Gujranwala,FA FSCEngineering FSCMedical ICS ICom FA General Science,Public,0,Chatha,
Punjab Group of Colleges Chichawatni,"Lahore  Multan Bypass Road, Chichawatni",FA ICS ComputerScience FSCMedical FSCEngineering ICom FA General Science,Private,0,Chichawatni,
Greenz Group of Colleges,"Near Jagna Stop, Main Sialkot Road, Gujranwala",FA FSCEngineering FSCMedical ICom,Private,0,Colleges,
Concordia College Okara,"City Bypass G.T Road Okara, ",FA FSCEngineering FSCMedical ICS ComputerScience IComFSC General Science,Private,0,Okara,
Army Public School and College for Girls Rawalpindi,"Army Public School & College for Girls, 208 Hamayun Road, Rawalpindi Cantt",FA FSCEngineering FSCMedical ICS I.Com,Private,4,Rawalpindi,Punjab
Vertex College of Science and Technology Battagram,"Behind DHQ Hospital, Forest Colony, K.P.K. ",FSCMedical Lab Technology Paramedical Diplomas FSCEngineering FSCMedical,Private,4.5,Battagram,
Govt Degree College Boys Kot Radha Kishen Kasur,Govt Degree College Boys Kot Radha Kishen Kasur,FA FSCEngineering FSCMedical ICS ICom FA General Science,Public,0,Kasur,
Govt Boys Degree College Kabirwala Khanewal,Kabirwala Khanewal,FA FSCEngineering FSCMedical ICS ComputerScience ICom FA General Science ,Public,0,Khanewal,
Govt Degree College Shahpur Sadar Sargodha,Govt Degree College Shahpur Sadar Sargodha,FA FSCMedical FSCEngineering ICS ComputerScience FA General Science,Public,5,Sargodha,
Sialkot College of Commerce,"Railway Road, Sialkot, Punjab, ",FA FSCEngineering FSCMedical ICS ComputerScience ICom,Private,1,Commerce,
Govt Syed Chiragh Shah Degree College For Women Kot Murad Khan Kasur,Govt Syed Chiragh Shah Degree College For Women Kot Murad Khan Kasur,FA FSCEngineering FSCMedical ICS,Public,0,Kasur,
Govt College of Commerce Peoples Colony Faisalabad,Govt College of Commerce Peoples Colony Faisalabad,Icom Dcom FA FSCEngineering FSCMedical FA General Science ICS DBA,Public,4,Faisalabad,Punjab
PAEC Model College Islamabad,"PAEC Model College, Pinstech Colony, Nilore (F.A), Islamabad",FA FSCEngineering FSCMedical ICS ICom,Public,0,Islamabad,Islamabad Capital Territory
Govt Degree College For Women Jhang City,Govt Degree College For Women Jhang City,FA FSCEngineering FSCMedical ICS FA General Science,Public,3.25,City,
Cadet College Wana Dera Ismail Khan,"Cadet College Wana, SWA C/O P.O.Box NO.31, GPO, Dera Ismail Khan",FSCMedical FSCEngineering FSC   ComputerScience ICom ICS ComputerScience FA,Private,0,Khan,
Govt Shah Hussain Degree College Lahore,30  1  AII Township Lahore,Icom FA FA General science ICS FSCEngineering FSCMedical,Public,0,Lahore,Punjab
Govt Degree College Bhimber,"Bhimber, District Mirpur, Azad Jammu & Kashmir",FA FSCEngineering FSCMedical ICS ComputerScience ICom,Public,0,Bhimber,
Govt College For Women Farooq Colony Sargodha,Govt College For Women Farooq Colony Sargodha,FA FSCMedical FSCEngineering ICS ComputerScience ICom,Public,0,Sargodha,
Govt Post Graduate College For Women Chishtian Bahawalnagar,Govt Post Graduate College For Women Chishtian Bahawalnagar,FA FSCEngineering FSCMedical ICS ICom,Public,0,Bahawalnagar,
Mishwani College Of Commerce And Accounting Abbottabad,"Street # 3, Jinnahabad Colony, Abbottabad.",FA FSCEngineering FSCMedical ICS ComputerScience ICom,Private,0,Abbottabad,Khyber Pakhtunkhwa
Government Post Graduate College Dargai Malakand,Government Post Graduate College Dargai Malakand,FA Icom FSCEngineering FSCMedical,Public,2,Malakand,
Govt Degree College For Women Kunjah Gujrat,Kunjah Gujrat,FA FSCEngineering FSCMedical ICS ComputerScience ICom FA General Science ,Public,0,Gujrat,
Govt Boys Degree College Hasilpur Bahawalpur,Govt Boys Degree College Hasilpur Bahawalpur,FA FSCEngineering FSCMedical ICS ComputerScience,Public,0,Bahawalpur,Punjab
Acme College Of Excellence Sargodha,FAISAL ABAD ROAD,FA FSC   Engreening FSCMedical ICom ICS ComputerScience,Private,5,Sargodha,
KIPS Campus Gujranwala,Gujranwala,ICS ComputerScience FSCMedical FSCEngineering ICom FA,Private,3,Gujranwala,Punjab
Govt Degree College Sargodha,"Govt Degree College Chak NO.90 S.B, Sargodha ",FSCMedical FSCEngineering ICS ComputerScience FA FSC General Science,Public,0,Sargodha,
Quaid  e  Azam Group of Colleges Lahore (Main Campus),"95   Main Ferozepur Road, Lahore",FSCEngineering FSCMedical ICS I.Com FA,Private,0,Campus),
Govt Degree College For Women Hassan Abdal Attock,"Abbot Abad Mor, Opposite Cadet College Hassan Abdal",FA FSCEngineering FSCMedical FSC General Science FSC ComputerScience Combination,Public,0,Attock,
Govt College For Women D  Type Colony Faisalabad,Govt College For Women D  Type Colony Faisalabad,FA FSCMedical FSCEngineering FA General Science ICS ICom,Public,0,Faisalabad,Punjab
The Mentor Group of College Islamabad,"The Mentor Group of Colleges, Ahmed Plaza, Block  B, PWD Housing Society, Main Road, Islamabad",FSCMedical FSCEngineering ICS ComputerScience ICom A Levels,Private,0,Islamabad,Islamabad Capital Territory
Punjab Group of Colleges Fateh Jang,"1/2 KM, Kohat Road near Tehsil Headquarter & Degree College Morh Fateh Jang",ICS ComputerScience FA FSCMedical FSCEngineering ICom FA General Science,Private,0,Jang,
Federal Government College of Home EconomICS and Management Sciences,F  7/2 ISLAMABAD,FA Home EconomICS FA,Private,0,Sciences,
Concordia College Kasur,Capt naseem hayat shaheed road.near The Educators School Kasur,FA Icom ICS FSCEngineering FSCMedical,Private,0,Kasur,
SAN Institute of Management Sciences Lahore,"29  C/1, Gulberg  III, Lahore    ",FA Icom ICS ComputerScience FSCEngineering FSCMedical,Private,0,Lahore,Punjab
Faisalabad College of Commerce Jaranwala Road Faisalabad,Faisalabad College of Commerce 107  C  1 Peoples Colony Jaranwala Road Faisalabad,FA FSCMedical FSCEngineering ICS ComputerScience ICom,Public,5,Faisalabad,Punjab
Leads Group of Colleges Sahiwal,Leads Group of Colleges Sahiwal,FA FSCEngineering FSCMedical FA General Science ICS ComputerScience ICom,Private,0,Sahiwal,
